epoch,train_loss,train_acc,valid_loss,valid_acc
0,-0.0014845208032056689,0.0013671875,-0.0015869022812694312,0.003257415257394314
5,-0.001546430477173999,0.001953125,-0.0015665248967707158,0.0024099576286971567
10,-0.0015842451190110295,0.001455965917557478,-0.0014025170588865877,0.0
15,-0.0016167403664439917,0.002041903417557478,-0.001529786246828735,0.001628707628697157
20,-0.0018854859576094896,0.002432528417557478,-0.0014805855927988887,0.0
25,-0.001745769492117688,0.0015625,-0.0014438006095588208,0.0
30,-0.0017186859855428337,0.002734375,-0.0015742204850539565,0.0
35,-0.0018172137439250945,0.001953125,-0.0016317561268806458,0.00390625
40,-0.0017662240948993712,0.0015625,-0.002090171165764332,0.0008474576286971569
45,-0.0024810519651509823,0.002432528417557478,-0.002175185759551823,0.0016949152573943137
50,-0.0029111751238815485,0.003125,-0.0029504942474886777,0.001628707628697157
55,-0.002760080568259582,0.002734375,-0.002902953769080341,0.0024099576286971567
60,-0.001961062470218167,0.0021484375,-0.0015688637970015407,0.0
65,-0.002486844133818522,0.0046875,-0.0014874795684590935,0.00078125
70,-0.0028002765495330094,0.003515625,-0.001474804151803255,0.0024099576286971567
75,-0.002254852029727772,0.002627840917557478,-0.0012873603496700524,0.0008474576286971569
80,-0.002863969624741003,0.003799715917557478,-0.0015705473721027373,0.00078125
85,-0.0027843552874401213,0.0032137784175574778,-0.0021361711667850615,0.0024099576286971567
90,-0.003576916840393096,0.003409090917557478,-0.0025318153668195007,0.0024099576286971567
95,-0.00400348543189466,0.0048828125,-0.002232323354110122,0.0015625
100,-0.004136059380834922,0.004580965917557478,-0.002903340943157673,0.0015625
105,-0.003921786567661911,0.005166903417557478,-0.003251728625036776,0.00234375
110,-0.004277939791791141,0.004776278417557478,-0.0029397890204563735,0.00234375
115,-0.00490826130262576,0.005859375,-0.003388273739255965,0.002476165257394314
120,-0.005156423104926944,0.0048828125,-0.002966724755242467,0.00234375
125,-0.005270315182860941,0.0048828125,-0.003485089959576726,0.00234375
130,-0.004561363428365439,0.00625,-0.003526730928570032,0.002476165257394314
135,-0.005188578739762306,0.0064453125,-0.00299841514788568,0.0024099576286971567
140,-0.004774022125639021,0.0048828125,-0.003946294705383479,0.00234375
145,-0.005620596325024962,0.005752840917557478,-0.002976966230198741,0.0024099576286971567
150,-0.006169822032097727,0.007510653417557478,-0.0032387221697717907,0.003191207628697157
155,-0.007159797637723386,0.0074041193351149556,-0.003629247262142599,0.00234375
160,-0.008139605727046728,0.007510653417557478,-0.004103431478142738,0.00234375
165,-0.00745349582284689,0.008984375,-0.0037862189346924424,0.0024099576286971567
170,-0.008630044211167842,0.009659090917557478,-0.003746435814537108,0.00390625
175,-0.007802578969858587,0.009268465917557478,-0.0039119025692343715,0.003125
180,-0.009317546815145761,0.012002840917557479,-0.003214329783804715,0.004104872792959213
185,-0.010396885394584388,0.011416903417557477,-0.00562143037095666,0.00625
190,-0.012180424528196454,0.0134765625,-0.0052799166878685355,0.0046875
195,-0.011997807282023132,0.013458806835114957,-0.005865948018617928,0.004753707628697157
200,-0.012515920284204184,0.014914772752672435,-0.006028507952578366,0.005534957628697157
205,-0.013793686777353287,0.01645951708778739,-0.004913459019735456,0.00390625
210,-0.013152627262752504,0.0154296875,-0.005920132016763091,0.005534957628697157
215,-0.01441906823311001,0.014630681835114956,-0.004965213406831026,0.004753707628697157
220,-0.014742477564141154,0.014932528417557479,-0.003890167945064604,0.004038665257394314
225,-0.01543865161947906,0.015589488670229912,-0.004778921196702868,0.0046875
230,-0.015588907315395773,0.016779119335114955,-0.006684595579281449,0.006448622792959213
235,-0.016298732440918683,0.01590909091755748,-0.006835042871534825,0.008792372792959214
240,-0.015740266465581954,0.015518465917557478,-0.006639899895526468,0.00703125
245,-0.01682263147085905,0.016583806835114956,-0.006986847799271345,0.007163665257394314
250,-0.017927189730107783,0.017453835252672432,-0.005152026750147342,0.003972457628697157
255,-0.017263842280954123,0.017844460252672435,-0.00494917412288487,0.00390625
260,-0.017641464597545564,0.019016335252672434,-0.005358690395951271,0.006382415257394314
265,-0.018892309023067357,0.020188210252672433,-0.005045376811176538,0.003972457628697157
270,-0.018748335936106742,0.019477983005344868,-0.006952278653625399,0.007944915257394315
275,-0.01885223384015262,0.018732244335114955,-0.007049423083662987,0.007163665257394314
280,-0.020335379184689372,0.02153764208778739,-0.006256705382838845,0.006316207628697157
285,-0.02006963606690988,0.022425426170229912,-0.006493003625655547,0.00703125
290,-0.02244227463379502,0.022940340917557478,-0.006706445524469018,0.005534957628697157
295,-0.02249903555493802,0.024449573829770088,-0.006791437743231654,0.00703125
