epoch,train_loss,train_acc,valid_loss,valid_acc
0,-0.001326056057587266,0.001171875,-0.0016248839907348155,0.0016949152573943137
5,-0.0017059590958524496,0.0021484375,-0.0015702584292739629,0.00078125
10,-0.0015364979277364909,0.0025390625,-0.0015695777023211122,0.00078125
15,-0.002075290709035471,0.0032137784175574778,-0.0009621591540053487,0.0008474576286971569
20,-0.0019780118600465357,0.003302556835114956,-0.0014741658698767424,0.00078125
25,-0.0017534755927044899,0.002823153417557478,-0.0015778707806020976,0.003125
30,-0.00468051694042515,0.005344460252672434,-0.0015937756397761405,0.0008474576286971569
35,-0.004724001040449366,0.0056640625,-0.0007783943205140531,0.0
40,-0.005973093141801655,0.007315340917557478,-0.001539571164175868,0.0015625
45,-0.00421016666223295,0.0041015625,-0.0021682108636014163,0.00234375
50,-0.0061140485719079155,0.007421875,-0.002423733577597886,0.003191207628697157
55,-0.007477507909061387,0.008203125,-0.0014290535007603466,0.0008474576286971569
60,-0.005855159257771447,0.007705965917557478,-0.004841026104986668,0.003972457628697157
65,-0.0074756756628630685,0.008877840917557478,-0.0032650969107635317,0.00234375
70,-0.00475816190300975,0.0052734375,-0.003243780112825334,0.00234375
75,-0.007381381205050275,0.008877840917557478,-0.0028696851804852486,0.003257415257394314
80,-0.005259690369712189,0.0056640625,-0.0032208288204856215,0.0046875
85,-0.005996741820126772,0.005752840917557478,-0.000851371034514159,0.00078125
90,-0.005472239147638902,0.006622869335114956,-0.0033117890474386514,0.0048199152573943135
95,-0.006415138655574993,0.008185369335114956,-0.0030942000448703766,0.003972457628697157
100,-0.00801053493632935,0.007990056835114955,-0.0033417292637750507,0.003125
105,-0.008080069528659806,0.009073153417557479,-0.0042648442438803615,0.003125
110,-0.007328171565313823,0.007883522752672434,-0.002579337655333802,0.001628707628697157
115,-0.00736041166819632,0.007990056835114955,-0.002136886294465512,0.0015625
120,-0.007501817430602386,0.007990056835114955,-0.002752094401512295,0.003191207628697157
125,-0.008804586465703323,0.009659090917557478,-0.003089659125544131,0.0024099576286971567
130,-0.008626714901765808,0.008966619335114955,-0.004332945775240659,0.00390625
135,-0.007752830849494785,0.0078125,-0.004313640063628554,0.00625
140,-0.008328507840633392,0.009357244335114956,-0.004200346511788666,0.004753707628697157
145,-0.008961960603483022,0.010529119335114957,-0.004397598397918046,0.00625
150,-0.010049639316275717,0.012286931835114956,-0.004678476275876165,0.005534957628697157
155,-0.010253838216885924,0.010440340917557477,-0.004398779198527336,0.005601165257394314
160,-0.010393359867157415,0.010830965917557478,-0.003298299969173968,0.005601165257394314
165,-0.010355263610836118,0.010901988670229911,-0.004532425245270133,0.00390625
170,-0.010041321744211018,0.012375710252672433,-0.0070818736217916015,0.007163665257394314
175,-0.012821177439764141,0.014541903417557478,-0.0055989769753068686,0.005534957628697157
180,-0.008910601283423603,0.009446022752672433,-0.005099200690165162,0.006316207628697157
185,-0.01168437658343464,0.013636363670229912,-0.0063671534415334465,0.006514830514788628
190,-0.011270024831173942,0.0123046875,-0.0065356923267245294,0.005534957628697157
195,-0.01133038232801482,0.012961647752672435,-0.003972151665948331,0.0048199152573943135
200,-0.012797855492681264,0.014417613670229912,-0.007683180551975965,0.006382415257394314
205,-0.0125406556064263,0.014417613670229912,-0.007241495593916625,0.0078125
210,-0.01159547312417999,0.012588778417557478,-0.008753013331443071,0.009441207628697157
215,-0.013793125914526172,0.014044744335114956,-0.003114352689590305,0.00234375
220,-0.011026518163271248,0.0123046875,-0.005470601166598499,0.005534957628697157
225,-0.013356925931293517,0.014737215917557478,-0.009711109567433596,0.009441207628697157
230,-0.012156214029528201,0.013760653417557478,-0.009537901123985648,0.009573622792959213
235,-0.012909876380581409,0.014914772752672435,-0.007416564412415028,0.007878707628697157
240,-0.01633677459321916,0.01782670458778739,-0.007212851685471833,0.007878707628697157
245,-0.014078223716933281,0.01578480117022991,-0.006660293438471854,0.0072960805147886275
250,-0.013894883269676939,0.015021306835114956,-0.006103060668101535,0.005534957628697157
255,-0.014905017637647688,0.015518465917557478,-0.009214777103625237,0.010288665257394313
260,-0.014662746293470263,0.016495028417557477,-0.008977271895855666,0.011202330514788628
265,-0.01601210383232683,0.01802201708778739,-0.006960660126060248,0.006448622792959213
270,-0.015815877448767425,0.017151988670229913,-0.008219851972535252,0.010222457628697158
275,-0.014843926415778697,0.01665482958778739,-0.009458905830979348,0.008792372792959214
280,-0.014562860201112925,0.01645951708778739,-0.012761665508151054,0.015108580514788628
285,-0.01578920700121671,0.017950994335114955,-0.01021272735670209,0.011917372792959213
290,-0.017102391738444567,0.01928267050534487,-0.009739405056461693,0.0125
295,-0.016672092466615142,0.01997514208778739,-0.009588293358683586,0.012049788236618042
